Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Daily meals frequency,Physical exercise,Carbs,Proteins,Fats,Calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,is_healthy,Name of Exercise,Sets,Reps,Benefit,Burns Calories (per 30 min),Target Muscle Group,Equipment Needed,Difficulty Level,Body Part,Type of Muscle,Workout
31.0,Female,42.7,1.76,182.0,121.0,65.0,1.46,883.0,Strength,34.9,2.2,3.0,1.0,13.78,3.0,0.0,201.938,80.775,53.85,1615.502,Might Sandwich,Lunch,Balanced,0.2,1367,28,378,Baked,43,74,4.2,0,Lunges,3.0,13.0,Burns fat quickly,255.54,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
48.0,Male,83.9,1.82,176.0,149.0,70.0,1.9,1401.0,HIIT,13.1,3.5,5.0,3.0,25.33,3.0,0.0,232.5,93.0,62.0,1860.0,Show Wrap,Snack,Vegan,12.0,331,133,393,Boiled,12,27,4.1,0,Plank,3.0,12.0,Burns fat quickly,270.78,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
22.0,Female,78.7,1.52,173.0,166.0,74.0,1.45,1204.0,Strength,31.5,2.3,3.0,2.0,34.06,3.0,0.0,310.5,124.2,82.8,2484.0,Practice Pasta,Dinner,Balanced,16.8,1669,108,374,Baked,25,49,2.2,0,Squats,4.0,12.0,Burns fat quickly,261.74,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
52.0,Female,65.9,1.52,188.0,139.0,53.0,1.27,794.0,Cardio,27.0,2.3,4.0,2.0,28.52,3.0,0.0,240.0,96.0,64.0,1920.0,Recognize Curry,Dinner,Vegetarian,34.3,312,150,318,Boiled,12,46,1.3,0,Push Ups,4.0,15.0,Burns fat quickly,240.18,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
40.0,Male,76.9,1.92,179.0,137.0,68.0,1.13,851.0,Yoga,22.4,3.7,4.0,2.0,20.86,3.0,0.0,279.75,111.9,74.6,2238.0,White Pasta,Breakfast,Vegan,25.8,1696,287,491,Boiled,15,83,4.7,0,Bench Press,4.0,16.0,Burns fat quickly,267.38,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
46.0,Male,84.3,2.0,189.0,162.0,66.0,1.83,1467.0,HIIT,13.3,3.5,5.0,3.0,21.07,4.0,0.0,244.5,97.8,65.2,1956.0,Probably Rice,Dinner,Paleo,27.0,2359,243,363,Raw,7,34,2.0,0,Push Ups,4.0,17.0,Burns fat quickly,257.86,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
28.0,Female,62.4,1.6,178.0,129.0,62.0,1.1,710.0,Strength,34.1,1.7,3.0,2.0,24.37,2.0,0.0,238.312,95.325,63.55,1906.498,Price Rice,Breakfast,Keto,42.5,1863,199,156,Steamed,59,89,4.7,0,Mountain Climbers,3.0,16.0,Burns fat quickly,256.48,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
35.0,Male,63.7,1.74,198.0,143.0,71.0,1.03,810.0,HIIT,29.8,2.7,4.0,2.0,21.04,2.0,0.0,239.812,95.925,63.95,1918.498,Head Stew,Breakfast,Low-Carb,42.3,572,13,156,Steamed,11,65,4.0,0,Push Ups,4.0,13.0,Burns fat quickly,234.74,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
29.0,Female,54.9,1.52,172.0,123.0,72.0,1.48,910.0,Strength,27.0,2.0,3.0,1.0,23.76,3.0,1.0,186.957,74.783,49.855,1495.655,Participant Soup,Breakfast,Vegan,4.5,2452,160,273,Steamed,43,57,3.9,1,Deadlift,4.0,18.0,Burns fat quickly,262.98,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
26.0,Male,76.4,1.79,177.0,156.0,73.0,1.17,1004.0,Strength,21.3,2.7,3.0,2.0,23.84,2.0,0.0,195.412,78.165,52.11,1563.298,Sit Pasta,Breakfast,Vegan,24.0,1020,2,353,Grilled,22,37,3.8,0,Deadlift,4.0,19.0,Burns fat quickly,271.28,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
27.0,Male,106.4,1.86,182.0,123.0,50.0,1.34,907.0,Cardio,20.6,3.1,2.0,1.0,30.76,2.0,1.0,221.547,88.619,59.079,1772.375,Near Sandwich,Breakfast,Keto,2.3,1581,212,236,Roasted,24,64,2.6,1,Mountain Climbers,4.0,14.0,Burns fat quickly,263.28,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
34.0,Female,68.4,1.5,192.0,132.0,61.0,1.37,904.0,Cardio,33.7,2.1,4.0,2.0,30.4,2.0,0.0,270.0,108.0,72.0,2160.0,Article Curry,Lunch,Low-Carb,34.1,502,237,312,Roasted,10,46,1.9,0,Deadlift,4.0,20.0,Burns fat quickly,253.68,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
55.0,Male,63.5,1.86,198.0,144.0,53.0,1.36,969.0,Strength,22.9,2.9,4.0,2.0,18.35,3.0,0.0,154.162,61.665,41.11,1233.298,Report Pasta,Breakfast,Balanced,18.2,113,52,205,Baked,12,15,3.8,0,Bench Press,4.0,13.0,Burns fat quickly,248.7,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
24.0,Female,59.4,1.5,199.0,132.0,60.0,1.25,825.0,Yoga,25.0,2.0,3.0,2.0,26.4,4.0,3.0,350.66,140.264,93.509,2805.277,Indeed Rice,Dinner,Paleo,38.4,288,63,388,Raw,42,76,4.6,0,Bench Press,4.0,17.0,Burns fat quickly,232.88,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
30.0,Male,113.4,1.91,177.0,137.0,54.0,1.27,957.0,HIIT,22.2,3.7,3.0,1.0,31.08,3.0,0.0,230.25,92.1,61.4,1842.0,Door Sandwich,Snack,Vegan,41.8,793,259,495,Grilled,28,98,1.2,0,Deadlift,3.0,19.0,Burns fat quickly,278.68,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
57.0,Female,61.9,1.52,168.0,143.0,51.0,0.92,592.0,HIIT,28.4,2.6,3.0,1.0,26.79,3.0,4.0,337.25,134.9,89.933,2697.997,Guess Stew,Snack,Keto,23.4,406,166,129,Roasted,11,104,4.3,0,Plank,4.0,13.0,Burns fat quickly,236.38,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
59.0,Female,70.7,1.68,192.0,121.0,66.0,1.17,637.0,Cardio,34.9,1.9,3.0,2.0,25.05,2.0,0.0,267.188,106.875,71.25,2137.502,Small Curry,Lunch,Keto,32.6,1472,106,262,Fried,28,57,4.4,0,Burpees,3.0,19.0,Burns fat quickly,269.14,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
26.0,Male,111.5,1.9,191.0,167.0,57.0,1.02,937.0,Yoga,25.2,2.2,2.0,1.0,30.89,2.0,0.0,179.288,71.715,47.81,1434.302,While Soup,Snack,Vegetarian,46.1,1230,17,338,Grilled,32,8,2.6,0,Burpees,4.0,19.0,Burns fat quickly,247.3,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
44.0,Female,72.1,1.66,176.0,152.0,55.0,1.4,958.0,Strength,27.0,2.5,2.0,1.0,26.16,3.0,3.0,367.102,146.841,97.894,2936.818,Pm Stew,Snack,Balanced,40.2,790,91,487,Raw,49,61,2.9,0,Squats,3.0,19.0,Burns fat quickly,268.42,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
19.0,Male,56.9,1.87,178.0,138.0,70.0,0.61,463.0,Cardio,23.3,3.7,3.0,1.0,16.27,3.0,1.0,276.934,110.773,73.849,2215.469,Run Curry,Dinner,Paleo,41.5,1834,166,339,Boiled,39,23,3.5,0,Plank,3.0,13.0,Burns fat quickly,258.38,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
22.0,Male,86.2,1.9,186.0,128.0,58.0,1.91,1345.0,Strength,11.7,3.5,5.0,3.0,23.88,3.0,4.0,250.622,100.249,66.832,2004.972,Girl Soup,Lunch,Low-Carb,6.9,1327,92,233,Fried,26,24,4.6,0,Burpees,4.0,17.0,Burns fat quickly,260.24,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
46.0,Male,59.4,1.68,165.0,147.0,62.0,1.16,844.0,Strength,20.2,2.5,4.0,2.0,21.05,2.0,0.0,249.0,99.6,66.4,1992.0,Base Rice,Lunch,Vegetarian,16.0,1306,52,126,Roasted,29,36,1.1,0,Deadlift,3.0,12.0,Burns fat quickly,240.88,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
54.0,Female,75.6,1.72,194.0,154.0,60.0,0.97,672.0,Cardio,26.4,1.9,3.0,1.0,25.55,4.0,0.0,174.412,69.765,46.51,1395.298,Result Salad,Lunch,Balanced,16.6,1701,214,234,Roasted,35,11,1.0,0,Burpees,3.0,20.0,Burns fat quickly,271.12,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
55.0,Female,76.3,1.73,196.0,158.0,65.0,1.08,768.0,Yoga,32.0,2.6,3.0,1.0,25.49,3.0,0.0,256.688,102.675,68.45,2053.502,Firm Rice,Breakfast,Vegetarian,22.4,1669,231,291,Steamed,27,43,2.1,0,Mountain Climbers,3.0,19.0,Burns fat quickly,268.26,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
36.0,Male,95.8,1.86,193.0,129.0,65.0,1.37,972.0,HIIT,21.2,3.2,3.0,1.0,27.69,4.0,0.0,313.312,125.325,83.55,2506.498,Reflect Pasta,Lunch,Paleo,30.7,882,287,438,Baked,24,59,2.0,0,Bicep Curls,4.0,18.0,Burns fat quickly,274.16,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
25.0,Male,120.6,1.83,179.0,120.0,51.0,1.04,686.0,Cardio,22.3,2.5,3.0,2.0,36.01,3.0,0.0,221.438,88.575,59.05,1771.502,Sure Sandwich,Breakfast,Paleo,7.4,1436,299,352,Steamed,57,26,4.5,1,Squats,4.0,20.0,Burns fat quickly,251.12,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
18.0,Female,65.3,1.55,184.0,161.0,59.0,1.42,1143.0,Yoga,28.5,2.2,3.0,2.0,27.18,2.0,0.0,238.538,95.415,63.61,1908.302,High Soup,Dinner,Low-Carb,48.0,1938,166,310,Boiled,46,87,4.2,0,Deadlift,3.0,16.0,Burns fat quickly,231.06,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
39.0,Male,85.3,1.89,163.0,140.0,61.0,0.77,593.0,Strength,27.6,3.6,2.0,1.0,23.88,2.0,0.0,189.788,75.915,50.61,1518.302,Strong Sandwich,Snack,Balanced,28.6,1315,292,185,Grilled,48,106,2.0,0,Plank,4.0,19.0,Burns fat quickly,251.06,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
34.0,Male,68.0,1.68,169.0,128.0,57.0,0.67,472.0,Cardio,25.8,3.4,2.0,1.0,24.09,2.0,4.0,428.391,171.356,114.238,3427.13,Care Salad,Breakfast,Keto,41.8,1707,18,140,Raw,51,109,3.7,0,Mountain Climbers,4.0,17.0,Burns fat quickly,249.6,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
24.0,Female,52.6,1.57,169.0,166.0,60.0,1.29,1071.0,HIIT,31.9,2.4,2.0,1.0,21.34,4.0,0.0,263.438,105.375,70.25,2107.502,Game Stew,Breakfast,Vegetarian,26.3,2065,142,377,Steamed,56,78,1.7,0,Burpees,4.0,16.0,Burns fat quickly,254.52,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
42.0,Male,63.3,1.77,183.0,134.0,59.0,1.32,876.0,HIIT,25.7,3.3,3.0,2.0,20.2,4.0,3.0,409.148,163.659,109.106,3273.182,Cultural Rice,Snack,Paleo,19.8,2010,248,313,Fried,60,88,4.4,0,Burpees,4.0,20.0,Burns fat quickly,245.66,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
21.0,Female,76.3,1.65,180.0,154.0,62.0,1.14,878.0,Strength,31.8,1.7,3.0,2.0,28.03,4.0,0.0,270.412,108.165,72.11,2163.298,Piece Rice,Snack,Keto,12.8,1304,4,409,Baked,36,19,2.7,0,Burpees,3.0,20.0,Burns fat quickly,265.26,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
53.0,Male,61.0,1.63,170.0,124.0,74.0,0.54,331.0,Cardio,20.0,3.4,3.0,1.0,22.96,3.0,0.0,229.35,91.74,61.16,1834.8,Tell Rice,Snack,Paleo,2.8,2381,87,239,Fried,53,95,2.1,1,Bench Press,3.0,18.0,Burns fat quickly,268.2,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
23.0,Female,67.8,1.61,186.0,160.0,66.0,1.34,1072.0,HIIT,34.3,1.8,2.0,1.0,26.16,3.0,0.0,323.438,129.375,86.25,2587.502,Former Pasta,Lunch,Balanced,5.8,1448,16,248,Roasted,39,43,3.7,0,Mountain Climbers,3.0,14.0,Burns fat quickly,234.56,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
48.0,Male,114.9,1.86,175.0,141.0,56.0,1.36,949.0,Cardio,21.1,3.6,3.0,1.0,33.21,3.0,0.0,281.062,112.425,74.95,2248.498,Read Pasta,Snack,Vegan,35.0,1182,227,254,Fried,40,109,2.3,0,Lunges,4.0,12.0,Burns fat quickly,255.98,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
36.0,Male,88.0,1.71,185.0,160.0,73.0,1.87,1646.0,HIIT,12.0,3.5,5.0,3.0,30.09,4.0,0.0,216.975,86.79,57.86,1735.8,Enjoy Soup,Dinner,Keto,23.2,1937,58,348,Roasted,15,8,1.2,0,Lunges,3.0,15.0,Burns fat quickly,250.6,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
56.0,Female,67.7,1.58,189.0,142.0,52.0,1.45,927.0,Strength,32.7,1.9,2.0,1.0,27.12,4.0,0.0,255.75,102.3,68.2,2046.0,Today Wrap,Breakfast,Paleo,9.0,1377,226,422,Grilled,56,23,4.4,0,Plank,4.0,13.0,Burns fat quickly,239.54,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
44.0,Male,124.8,1.85,175.0,126.0,69.0,1.35,842.0,Strength,24.4,3.5,4.0,2.0,36.46,4.0,0.0,253.5,101.4,67.6,2028.0,Fight Wrap,Breakfast,Balanced,24.3,2020,250,233,Grilled,7,51,3.0,0,Mountain Climbers,4.0,19.0,Burns fat quickly,258.96,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
27.0,Female,53.0,1.58,166.0,142.0,62.0,1.26,895.0,Cardio,34.5,1.8,4.0,2.0,21.23,2.0,1.0,270.059,108.023,72.016,2160.472,Book Wrap,Breakfast,Keto,31.7,456,167,182,Steamed,48,62,3.4,0,Squats,4.0,17.0,Burns fat quickly,230.6,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
43.0,Male,61.2,1.88,175.0,163.0,68.0,1.03,831.0,Yoga,24.7,2.9,3.0,1.0,17.32,3.0,0.0,167.662,67.065,44.71,1341.298,Group Salad,Breakfast,Vegetarian,8.3,2164,300,196,Steamed,48,16,4.5,0,Mountain Climbers,4.0,16.0,Burns fat quickly,249.24,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
36.0,Female,48.7,1.68,194.0,144.0,56.0,1.23,886.0,Yoga,33.7,1.6,3.0,1.0,17.25,2.0,1.0,275.215,110.086,73.391,2201.723,Artist Sandwich,Lunch,Low-Carb,44.4,114,100,141,Boiled,57,24,2.0,0,Plank,4.0,12.0,Burns fat quickly,246.74,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
56.0,Female,50.6,1.7,175.0,146.0,58.0,1.29,848.0,Strength,33.1,2.3,2.0,1.0,17.51,3.0,0.0,220.538,88.215,58.81,1764.302,Everyone Salad,Snack,Vegan,34.2,1594,18,247,Grilled,30,57,4.1,0,Squats,3.0,16.0,Burns fat quickly,266.12,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
20.0,Female,72.6,1.73,199.0,160.0,68.0,1.27,1016.0,HIIT,34.8,2.5,3.0,2.0,24.26,2.0,0.0,192.938,77.175,51.45,1543.502,Without Pasta,Breakfast,Vegetarian,46.8,1500,286,268,Baked,12,59,2.5,0,Leg Press,4.0,20.0,Burns fat quickly,254.52,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
30.0,Female,70.4,1.56,171.0,125.0,62.0,1.03,644.0,Yoga,34.3,2.4,4.0,2.0,28.93,3.0,0.0,236.1,94.44,62.96,1888.8,Society Pasta,Breakfast,Vegetarian,20.1,716,188,222,Steamed,40,84,2.0,0,Burpees,4.0,13.0,Burns fat quickly,258.08000000000004,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
45.0,Male,52.5,1.88,194.0,153.0,71.0,1.08,818.0,Strength,29.0,2.9,4.0,2.0,14.85,3.0,3.0,333.141,133.256,88.838,2665.13,Control Salad,Dinner,Balanced,23.8,1921,119,100,Fried,34,46,3.1,0,Plank,4.0,12.0,Burns fat quickly,261.5,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
37.0,Male,76.3,1.77,180.0,128.0,57.0,1.36,957.0,HIIT,27.3,2.1,4.0,2.0,24.35,3.0,0.0,233.1,93.24,62.16,1864.8,Billion Salad,Breakfast,Balanced,27.7,406,275,367,Baked,39,39,4.9,0,Bicep Curls,4.0,20.0,Burns fat quickly,268.26,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
45.0,Female,41.2,1.58,195.0,168.0,71.0,1.47,1111.0,HIIT,28.7,2.6,2.0,1.0,16.5,3.0,0.0,219.375,87.75,58.5,1755.0,Movie Stew,Dinner,Keto,25.8,793,137,263,Baked,42,111,2.1,0,Squats,4.0,15.0,Burns fat quickly,246.24,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
25.0,Female,55.3,1.76,176.0,152.0,67.0,1.56,1186.0,Yoga,15.5,2.7,4.0,3.0,17.85,3.0,0.0,197.25,78.9,52.6,1578.0,Example Pasta,Breakfast,Keto,1.9,257,51,200,Raw,12,28,1.3,1,Deadlift,4.0,20.0,Burns fat quickly,227.06,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
58.0,Female,49.7,1.67,191.0,125.0,72.0,1.38,776.0,Strength,31.9,2.3,4.0,2.0,17.82,3.0,0.0,157.35,62.94,41.96,1258.8,Four Soup,Lunch,Vegan,35.7,1294,90,103,Roasted,59,65,2.6,0,Lunges,4.0,18.0,Burns fat quickly,233.94,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
56.0,Male,48.3,1.87,165.0,156.0,51.0,0.68,525.0,HIIT,29.8,3.3,3.0,1.0,13.81,3.0,0.0,219.788,87.915,58.61,1758.302,Truth Salad,Lunch,Balanced,23.7,1430,250,398,Baked,56,58,3.2,0,Bench Press,4.0,17.0,Burns fat quickly,239.66,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
18.0,Male,83.2,1.96,183.0,150.0,67.0,1.83,1510.0,HIIT,13.6,3.5,4.0,3.0,21.66,3.0,0.0,196.538,78.615,52.41,1572.302,Continue Sandwich,Breakfast,Keto,28.3,704,33,326,Roasted,54,60,2.8,0,Burpees,3.0,15.0,Burns fat quickly,250.64,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
20.0,Male,120.5,1.73,186.0,153.0,67.0,1.01,850.0,Cardio,29.3,3.4,3.0,2.0,40.26,3.0,0.0,328.875,131.55,87.7,2631.0,Conference Pasta,Lunch,Paleo,45.2,961,126,135,Baked,58,30,1.4,0,Squats,4.0,15.0,Burns fat quickly,245.1,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
30.0,Male,121.6,2.0,179.0,160.0,60.0,1.24,1091.0,Cardio,28.0,3.3,4.0,2.0,30.4,3.0,0.0,240.788,96.315,64.21,1926.302,Gas Stew,Snack,Low-Carb,40.3,2364,152,284,Roasted,42,27,4.6,0,Lunges,4.0,20.0,Burns fat quickly,270.32,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
45.0,Female,73.0,1.75,184.0,148.0,50.0,1.14,759.0,Yoga,26.6,2.0,4.0,2.0,23.84,3.0,1.0,337.09,134.836,89.891,2696.723,Really Stew,Breakfast,Keto,36.5,1877,53,281,Fried,52,16,2.9,0,Push Ups,4.0,19.0,Burns fat quickly,230.6,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
42.0,Female,57.5,1.67,161.0,133.0,63.0,1.76,1053.0,Cardio,16.2,2.7,5.0,3.0,20.62,3.0,0.0,299.812,119.925,79.95,2398.498,International Rice,Breakfast,Vegetarian,19.5,1624,94,258,Baked,60,52,4.8,0,Lunges,4.0,13.0,Burns fat quickly,254.5,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
50.0,Female,42.7,1.53,168.0,155.0,65.0,1.41,983.0,Strength,28.4,2.4,4.0,2.0,18.24,2.0,2.0,311.453,124.581,83.054,2491.622,Determine Salad,Breakfast,Low-Carb,28.2,1414,164,160,Roasted,11,99,2.5,0,Bicep Curls,4.0,13.0,Burns fat quickly,250.54,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
55.0,Male,129.9,1.73,187.0,155.0,60.0,0.69,529.0,Yoga,21.7,3.1,3.0,1.0,43.4,4.0,0.0,251.288,100.515,67.01,2010.302,Mr Curry,Snack,Vegan,21.0,601,281,442,Boiled,55,118,2.8,0,Bench Press,4.0,16.0,Burns fat quickly,274.98,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
23.0,Male,108.6,1.92,197.0,134.0,50.0,0.89,656.0,Yoga,25.8,3.5,2.0,1.0,29.46,3.0,0.0,192.938,77.175,51.45,1543.502,Rule Wrap,Lunch,Low-Carb,20.7,920,51,287,Boiled,58,38,1.6,0,Leg Press,4.0,19.0,Burns fat quickly,272.72,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
49.0,Male,88.6,2.0,162.0,127.0,56.0,1.83,1150.0,Cardio,14.9,3.5,4.0,3.0,22.15,2.0,0.0,180.6,72.24,48.16,1444.8,Should Curry,Dinner,Vegan,10.4,1044,125,428,Baked,36,29,1.1,0,Bench Press,4.0,14.0,Burns fat quickly,260.72,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
38.0,Female,49.7,1.51,179.0,145.0,65.0,1.25,906.0,HIIT,32.6,2.5,3.0,1.0,21.8,2.0,0.0,207.188,82.875,55.25,1657.502,Seven Sandwich,Lunch,Low-Carb,1.4,2227,219,300,Boiled,32,83,1.8,1,Push Ups,4.0,17.0,Burns fat quickly,234.94,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
33.0,Female,56.4,1.54,165.0,155.0,63.0,1.06,822.0,Strength,29.2,1.5,3.0,1.0,23.78,3.0,0.0,305.25,122.1,81.4,2442.0,Section Sandwich,Lunch,Balanced,3.6,364,153,196,Raw,58,90,1.3,1,Bicep Curls,4.0,18.0,Burns fat quickly,233.28,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
38.0,Male,46.9,1.74,198.0,167.0,64.0,1.03,946.0,Strength,20.0,2.6,4.0,2.0,15.49,3.0,0.0,243.6,97.44,64.96,1948.8,Scientist Stew,Snack,Paleo,45.9,1444,178,388,Raw,21,94,3.7,0,Mountain Climbers,3.0,16.0,Burns fat quickly,232.38,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
28.0,Female,71.3,1.67,192.0,140.0,63.0,1.46,1022.0,Strength,28.1,1.5,4.0,2.0,25.57,2.0,1.0,232.504,93.002,62.001,1860.033,Force Salad,Dinner,Low-Carb,33.7,684,110,304,Steamed,39,10,5.0,0,Bench Press,3.0,12.0,Burns fat quickly,257.26,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
54.0,Male,71.6,1.86,160.0,147.0,70.0,1.14,830.0,Yoga,25.3,2.2,3.0,2.0,20.7,3.0,0.0,261.562,104.625,69.75,2092.498,Role Wrap,Dinner,Balanced,33.5,489,100,459,Boiled,44,52,1.5,0,Mountain Climbers,4.0,13.0,Burns fat quickly,266.32,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
53.0,Male,82.3,1.61,196.0,123.0,60.0,1.87,1139.0,Strength,11.6,3.5,5.0,3.0,31.75,3.0,0.0,171.788,68.715,45.81,1374.302,Defense Rice,Snack,Keto,0.6,1824,79,369,Fried,11,70,4.2,0,Bicep Curls,4.0,18.0,Burns fat quickly,244.46,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
52.0,Female,70.6,1.69,165.0,135.0,65.0,1.36,826.0,HIIT,26.1,2.2,3.0,1.0,24.72,3.0,0.0,208.688,83.475,55.65,1669.502,Three Salad,Breakfast,Balanced,40.0,996,160,224,Grilled,60,79,4.0,0,Push Ups,4.0,14.0,Burns fat quickly,236.12,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
36.0,Male,109.8,1.62,193.0,141.0,68.0,0.84,651.0,HIIT,24.4,3.5,3.0,1.0,41.84,2.0,1.0,214.242,85.697,57.131,1713.935,Night Wrap,Lunch,Vegan,9.7,2271,102,344,Fried,45,113,1.5,1,Bicep Curls,4.0,16.0,Burns fat quickly,252.96,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
37.0,Female,73.5,1.69,174.0,131.0,66.0,0.54,354.0,Cardio,27.5,1.6,2.0,1.0,25.73,2.0,1.0,321.621,128.648,85.766,2572.97,Red Curry,Snack,Low-Carb,29.3,772,29,161,Steamed,44,62,1.6,0,Bench Press,4.0,17.0,Burns fat quickly,263.7,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
35.0,Male,85.6,1.85,185.0,135.0,55.0,1.78,1322.0,Strength,14.5,3.5,5.0,3.0,25.01,3.0,0.0,164.1,65.64,43.76,1312.8,Without Curry,Lunch,Keto,25.0,1044,69,237,Steamed,52,30,1.5,0,Push Ups,3.0,13.0,Burns fat quickly,254.12,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
58.0,Female,74.6,1.68,173.0,159.0,60.0,1.03,737.0,Yoga,26.0,2.0,4.0,2.0,26.43,3.0,1.0,339.668,135.867,90.578,2717.342,Country Soup,Lunch,Paleo,10.0,447,287,169,Fried,56,118,4.4,0,Bench Press,3.0,17.0,Burns fat quickly,251.92,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
31.0,Female,63.2,1.8,166.0,157.0,66.0,0.59,463.0,Cardio,25.5,2.6,2.0,1.0,19.51,2.0,0.0,231.75,92.7,61.8,1854.0,Along Pasta,Lunch,Vegan,15.9,203,145,131,Boiled,58,110,3.2,0,Burpees,4.0,20.0,Burns fat quickly,258.64,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
